Link to Local Folder,0<rank<5,Repo Name - Source,Branch,__old_path,__updated_path,__moved_flag
/Users/pq/beebot,1,AutoPackAI/beebot,main,/Users/pq/beebot,/Volumes/psiqo/beebot,True
/Users/pq/beebot-old,1,AutoPackAI/beebot,main,/Users/pq/beebot-old,/Volumes/psiqo/beebot-old,True
/Users/pq/Desktop/discoveries/autopack/autopack/official,1,AutoPackAI/official,main,/Users/pq/Desktop/discoveries/autopack/autopack/official,/Volumes/psiqo/Desktop/discoveries/autopack/autopack/official,True
/Users/pq/official,1,AutoPackAI/official,main,/Users/pq/official,/Volumes/psiqo/official,True
/Users/pq/GPT-agents,1,avocardio/GPT-agents,main,/Users/pq/GPT-agents,/Volumes/psiqo/GPT-agents,True
/Users/pq/wolverine,1,biobootloader/wolverine,main,/Users/pq/wolverine,/Volumes/psiqo/wolverine,True
/Users/pq/raftscope/bootstrap-contextmenu,1,bootstrap-contextmenu/bootstrap-contextmenu,HEAD,/Users/pq/raftscope/bootstrap-contextmenu,/Volumes/psiqo/raftscope/bootstrap-contextmenu,True
/Users/pq/raftscope/bootstrap-slider,1,bootstrap-slider/bootstrap-slider,HEAD,/Users/pq/raftscope/bootstrap-slider,/Volumes/psiqo/raftscope/bootstrap-slider,True
/Users/pq/gpt-crawler,1,builderio/gpt-crawler,main,/Users/pq/gpt-crawler,/Volumes/psiqo/gpt-crawler,True
/Users/pq/ply,1,dabeaz/ply,master,/Users/pq/ply,/Volumes/psiqo/ply,True
/Users/pq/awesome-chatgpt-store,1,devisasari/awesome-chatgpt-store,main,/Users/pq/awesome-chatgpt-store,/Volumes/psiqo/awesome-chatgpt-store,True
/Users/pq/fiddle,1,electron/fiddle,main,/Users/pq/fiddle,/Volumes/psiqo/fiddle,True
/Users/pq/text-generation-webui/extensions/dynamic_context,1,elPatrixF/dynamic_context,main,/Users/pq/text-generation-webui/extensions/dynamic_context,/Volumes/psiqo/text-generation-webui/extensions/dynamic_context,True
/Users/pq/text-generation-webui/extensions/alltalk_tts,1,erew123/alltalk_tts,main,/Users/pq/text-generation-webui/extensions/alltalk_tts,/Volumes/psiqo/text-generation-webui/extensions/alltalk_tts,True
/Users/pq/autopack-demo,1,erik-megarad/autopack-demo,main,/Users/pq/autopack-demo,/Volumes/psiqo/autopack-demo,True
/Users/pq/Desktop/discoveries/autopack/autopack-demo,1,erik-megarad/autopack-demo,main,/Users/pq/Desktop/discoveries/autopack/autopack-demo,/Volumes/psiqo/Desktop/discoveries/autopack/autopack-demo,True
/Users/pq/Desktop/discoveries/autopack/autopack/autopack-demo,1,erik-megarad/autopack-demo,main,/Users/pq/Desktop/discoveries/autopack/autopack/autopack-demo,/Volumes/psiqo/Desktop/discoveries/autopack/autopack/autopack-demo,True
/Users/pq/Desktop/discoveries/autopack/autopack/autopack-demo/demo/autopack-demo,1,erik-megarad/autopack-demo,main,/Users/pq/Desktop/discoveries/autopack/autopack/autopack-demo/demo/autopack-demo,/Volumes/psiqo/Desktop/discoveries/autopack/autopack/autopack-demo/demo/autopack-demo,True
/Users/pq/text-generation-webui/extensions/FPreloader,1,FartyPants/FPreloader,main,/Users/pq/text-generation-webui/extensions/FPreloader,/Volumes/psiqo/text-generation-webui/extensions/FPreloader,True
/Users/pq/text-generation-webui/extensions/Twinbook,1,FartyPants/Twinbook,main,/Users/pq/text-generation-webui/extensions/Twinbook,/Volumes/psiqo/text-generation-webui/extensions/Twinbook,True
/Users/pq/text-generation-webui/extensions/VirtualLora,1,FartyPants/VirtualLora,main,/Users/pq/text-generation-webui/extensions/VirtualLora,/Volumes/psiqo/text-generation-webui/extensions/VirtualLora,True
/Users/pq/MetaGPT_0,1,geekan/MetaGPT,main,/Users/pq/MetaGPT_0,/Volumes/psiqo/MetaGPT_0,True
/Users/pq/llama.cpp_0,1,ggerganov/llama.cpp,master,/Users/pq/llama.cpp_0,/Volumes/psiqo/llama.cpp_0,True
/Users/pq/magic-modules,1,GoogleCloudPlatform/magic-modules,main,/Users/pq/magic-modules,/Volumes/psiqo/magic-modules,True
/Users/pq/text-generation-webui/extensions/sd_api_pictures_tag_injection,1,GuizzyQC/sd_api_pictures_tag_injection,main,/Users/pq/text-generation-webui/extensions/sd_api_pictures_tag_injection,/Volumes/psiqo/text-generation-webui/extensions/sd_api_pictures_tag_injection,True
/Users/pq/text-generation-webui/extensions/oobabooga-jsonformer-plugin,1,hallucinate-games/oobabooga-jsonformer-plugin,main,/Users/pq/text-generation-webui/extensions/oobabooga-jsonformer-plugin,/Volumes/psiqo/text-generation-webui/extensions/oobabooga-jsonformer-plugin,True
/Users/pq/text-generation-webui/extensions/AutoSave,1,ill13/AutoSave,main,/Users/pq/text-generation-webui/extensions/AutoSave,/Volumes/psiqo/text-generation-webui/extensions/AutoSave,True
/Users/pq/text-generation-webui/extensions/SpeakLocal,1,ill13/SpeakLocal,main,/Users/pq/text-generation-webui/extensions/SpeakLocal,/Volumes/psiqo/text-generation-webui/extensions/SpeakLocal,True
/Users/pq/privateGPT-0,1,imartinez/privateGPT,main,/Users/pq/privateGPT-0,/Volumes/psiqo/privateGPT-0,True
/Users/pq/Free-personal-AI-Assistant-with-plugin,1,IntelligenzaArtificiale/Free-personal-AI-Assistant-with-plugin,main,/Users/pq/Free-personal-AI-Assistant-with-plugin,/Volumes/psiqo/Free-personal-AI-Assistant-with-plugin,True
/Users/pq/text-generation-webui/extensions/api_advanced,1,janvarev/api_advanced,main,/Users/pq/text-generation-webui/extensions/api_advanced,/Volumes/psiqo/text-generation-webui/extensions/api_advanced,True
/Users/pq/text-generation-webui/extensions/multi_translate,1,janvarev/multi_translate,main,/Users/pq/text-generation-webui/extensions/multi_translate,/Volumes/psiqo/text-generation-webui/extensions/multi_translate,True
/Users/pq/text-generation-webui/extensions/long_term_memory_with_qdrant,1,jason-brian-anderson/long_term_memory_with_qdrant,main,/Users/pq/text-generation-webui/extensions/long_term_memory_with_qdrant,/Volumes/psiqo/text-generation-webui/extensions/long_term_memory_with_qdrant,True
/Users/pq/FastChat,1,lm-sys/FastChat,main,/Users/pq/FastChat,/Volumes/psiqo/FastChat,True
/Users/pq/lmstudio.js/configs,1,lmstudio-ai/configs,main,/Users/pq/lmstudio.js/configs,/Volumes/psiqo/lmstudio.js/configs,True
/Users/pq/lmstudio.js,1,lmstudio-ai/lmstudio.js,main,/Users/pq/lmstudio.js,/Volumes/psiqo/lmstudio.js,True
/Users/pq/lmstudio.js/model-catalog,1,lmstudio-ai/model-catalog,main,/Users/pq/lmstudio.js/model-catalog,/Volumes/psiqo/lmstudio.js/model-catalog,True
/Users/pq/text-generation-webui/extensions/LLM_Web_search,1,mamei16/LLM_Web_search,main,/Users/pq/text-generation-webui/extensions/LLM_Web_search,/Volumes/psiqo/text-generation-webui/extensions/LLM_Web_search,True
/Users/pq/OpenManus,1,mannaandpoem/OpenManus,main,/Users/pq/OpenManus,/Volumes/psiqo/OpenManus,True
/Users/pq/experts,1,metaskills/experts,main,/Users/pq/experts,/Volumes/psiqo/experts,True
/Users/pq/inference-0/llama-cpp-python,1,oobabooga/llama-cpp-python,main,/Users/pq/inference-0/llama-cpp-python,/Volumes/psiqo/inference-0/llama-cpp-python,True
/Users/pq/pgvector,1,pgvector/pgvector,master,/Users/pq/pgvector,/Volumes/psiqo/pgvector,True
/Users/pq/pyenv,1,pyenv/pyenv,master,/Users/pq/pyenv,/Volumes/psiqo/pyenv,True
/Users/pq/pyenv/plugins/pyenv-virtualenv,1,pyenv/pyenv-virtualenv,master,/Users/pq/pyenv/plugins/pyenv-virtualenv,/Volumes/psiqo/pyenv/plugins/pyenv-virtualenv,True
/Users/pq/pyenv/plugins/pyenv-virtualenvwrapper,1,pyenv/pyenv-virtualenvwrapper,master,/Users/pq/pyenv/plugins/pyenv-virtualenvwrapper,/Volumes/psiqo/pyenv/plugins/pyenv-virtualenvwrapper,True
/Users/pq/pypy,1,pypy/pypy,main,/Users/pq/pypy,/Volumes/psiqo/pypy,True
/Users/pq/text-generation-webui/extensions/LucidWebSearch,1,RandomInternetPreson/LucidWebSearch,main,/Users/pq/text-generation-webui/extensions/LucidWebSearch,/Volumes/psiqo/text-generation-webui/extensions/LucidWebSearch,True
/Users/pq/text-generation-webui/extensions/text-generation-webui-barktts,1,RandomInternetPreson/text-generation-webui-barktts,main,/Users/pq/text-generation-webui/extensions/text-generation-webui-barktts,/Volumes/psiqo/text-generation-webui/extensions/text-generation-webui-barktts,True
/Users/pq/gpt-code-ui,1,ricklamers/gpt-code-ui,main,/Users/pq/gpt-code-ui,/Volumes/psiqo/gpt-code-ui,True
/Users/pq/claude-dev copy,1,saoudrizwan/claude-dev,main,/Users/pq/claude-dev copy,/Volumes/psiqo/claude-dev copy,True
/Users/pq/text-generation-webui/extensions/complex_memory,1,theubie/complex_memory,master,/Users/pq/text-generation-webui/extensions/complex_memory,/Volumes/psiqo/text-generation-webui/extensions/complex_memory,True
/Users/pq/text-generation-webui/extensions/more_translators,1,Touch-Night/more_translators,main,/Users/pq/text-generation-webui/extensions/more_translators,/Volumes/psiqo/text-generation-webui/extensions/more_translators,True
/Users/pq/text-generation-webui/extensions/google_translate_plus,1,Vasyanator/google_translate_plus,main,/Users/pq/text-generation-webui/extensions/google_translate_plus,/Volumes/psiqo/text-generation-webui/extensions/google_translate_plus,True
/Users/pq/text-generation-webui/extensions/long_term_memory,1,wawawario2/long_term_memory,master,/Users/pq/text-generation-webui/extensions/long_term_memory,/Volumes/psiqo/text-generation-webui/extensions/long_term_memory,True
/Users/pq/inference-0,1,xorbitsai/inference,main,/Users/pq/inference-0,/Volumes/psiqo/inference-0,True
/Users/pq/libyaml,1,yaml/libyaml,master,/Users/pq/libyaml,/Volumes/psiqo/libyaml,True
